val_original/ILSVRC2012_val_00015059.JPEG 116,444,307,13
train/n02422106/n02422106_959.JPEG 19,31,196,138,77
val_original/ILSVRC2012_val_00000480.JPEG 0,23,474,297,82
train/n02443484/n02443484_14430.JPEG 175,30,404,379,82
train/n02422106/n02422106_225.JPEG 36,34,110,94,77
train/n02129604/n02129604_7005.JPEG 1,1,78,63,64
train/n02129604/n02129604_7609.JPEG 15,18,493,294,64
train/n02488291/n02488291_376.JPEG 163,91,479,270,88
train/n02488291/n02488291_5766.JPEG 27,24,470,331,88
train/n01883070/n01883070_7142.JPEG 214,73,508,364,38
train/n01883070/n01883070_22573.JPEG 56,41,284,283,38
train/n01883070/n01883070_163.JPEG 129,70,388,288,38
train/n01883070/n01883070_2296.JPEG 107,11,499,223,38
train/n01695060/n01695060_14342.JPEG 39,1,448,314,17
train/n01695060/n01695060_24662.JPEG 1,123,415,235,17
train/n01695060/n01695060_38345.JPEG 84,127,471,215,17
train/n01695060/n01695060_2562.JPEG 1,95,452,394,17
train/n01695060/n01695060_1289.JPEG 3,162,413,255,17
train/n01695060/n01695060_18156.JPEG 42,113,482,303,17
train/n01695060/n01695060_18712.JPEG 142,60,394,332,17
train/n02480855/n02480855_19158.JPEG 140,89,392,277,86
train/n02480855/n02480855_222.JPEG 1,28,373,498,86
val_original/ILSVRC2012_val_00004272.JPEG 1,82,484,333,86
train/n02457408/n02457408_11728.JPEG 15,7,495,296,84
train/n02457408/n02457408_6560.JPEG 52,48,460,619,84
val_original/ILSVRC2012_val_00013751.JPEG 0,128,396,324,21
train/n01728920/n01728920_8944.JPEG 1,21,418,245,21
train/n01728920/n01728920_5734.JPEG 1,1,499,262,21
train/n01728920/n01728920_470.JPEG 1,118,303,236,21
train/n01728920/n01728920_8455.JPEG 37,56,416,355,21
train/n02494079/n02494079_2505.JPEG 148,41,363,332,93
train/n02494079/n02494079_4197.JPEG 22,161,331,498,93
train/n02494079/n02494079_951.JPEG 182,111,400,266,93
train/n02494079/n02494079_1941.JPEG 61,129,300,374,93
train/n01582220/n01582220_3049.JPEG 219,15,428,298,6
train/n01582220/n01582220_1502.JPEG 106,95,386,307,6
train/n01632458/n01632458_2147.JPEG 154,122,310,312,10
train/n01632458/n01632458_3633.JPEG 220,93,370,221,10
train/n01632458/n01632458_3456.JPEG 157,55,470,332,10
train/n01632458/n01632458_1099.JPEG 1,27,123,117,10
train/n02480855/n02480855_3291.JPEG 58,263,202,413,86
train/n02480855/n02480855_5403.JPEG 45,98,340,399,86
train/n01797886/n01797886_32732.JPEG 29,49,387,336,26
train/n01797886/n01797886_14459.JPEG 1,9,348,321,26
train/n01797886/n01797886_7584.JPEG 88,63,403,597,26
train/n01537544/n01537544_4443.JPEG 78,151,300,309,3
train/n01537544/n01537544_5144.JPEG 62,112,379,406,3
train/n01537544/n01537544_8118.JPEG 194,119,357,268,3
train/n02128757/n02128757_21160.JPEG 77,75,472,309,61
train/n02128757/n02128757_9637.JPEG 144,87,401,369,61
train/n02643566/n02643566_3281.JPEG 51,50,283,331,99
train/n02643566/n02643566_303.JPEG 173,73,326,283,99
train/n02643566/n02643566_4276.JPEG 210,101,342,222,99
train/n02643566/n02643566_108.JPEG 38,15,455,341,99
train/n01694178/n01694178_3202.JPEG 138,26,408,307,16
train/n01694178/n01694178_5457.JPEG 1,13,390,331,16
train/n02111129/n02111129_6508.JPEG 62,16,272,492,51
train/n02111129/n02111129_3811.JPEG 17,222,252,445,51
train/n02514041/n02514041_2169.JPEG 21,125,354,332,96
train/n02514041/n02514041_4901.JPEG 13,71,190,101,96
train/n02514041/n02514041_10013.JPEG 81,210,339,317,96
train/n02514041/n02514041_2598.JPEG 16,183,556,389,96
train/n02129604/n02129604_1979.JPEG 1,2,373,498,64
train/n02129604/n02129604_375.JPEG 8,2,99,99,64
train/n02483362/n02483362_2862.JPEG 1,40,348,374,87
train/n02483362/n02483362_1887.JPEG 154,168,345,309,87
val_original/ILSVRC2012_val_00016698.JPEG 0,11,498,498,99
train/n02643566/n02643566_153.JPEG 21,3,411,331,99
val_original/ILSVRC2012_val_00028415.JPEG 0,117,418,465,99
train/n01843065/n01843065_3100.JPEG 292,73,418,308,31
train/n01843065/n01843065_1170.JPEG 111,117,215,416,31
train/n02483362/n02483362_1475.JPEG 1,32,193,279,87
train/n02483362/n02483362_4621.JPEG 193,102,336,258,87
train/n02483362/n02483362_6383.JPEG 148,143,398,324,87
train/n01695060/n01695060_2469.JPEG 69,276,1054,658,17
train/n01695060/n01695060_14231.JPEG 1,28,373,498,17
train/n02526121/n02526121_2102.JPEG 155,73,474,295,97
train/n02526121/n02526121_1387.JPEG 47,131,460,198,97
val_original/ILSVRC2012_val_00037407.JPEG 0,83,359,249,97
train/n02526121/n02526121_18033.JPEG 50,72,372,442,97
train/n02027492/n02027492_3375.JPEG 18,77,491,302,44
train/n02027492/n02027492_9249.JPEG 53,25,383,278,44
train/n02027492/n02027492_5775.JPEG 101,138,447,316,44
train/n02066245/n02066245_13010.JPEG 1,87,431,189,47
train/n02066245/n02066245_12198.JPEG 205,179,299,191,47
train/n02066245/n02066245_3906.JPEG 1,72,354,374,47
train/n02066245/n02066245_7754.JPEG 190,219,281,232,47
train/n02526121/n02526121_3274.JPEG 48,48,499,315,97
train/n02526121/n02526121_8192.JPEG 83,92,430,275,97
train/n02526121/n02526121_1729.JPEG 27,46,369,182,97
train/n02051845/n02051845_14584.JPEG 101,94,418,352,46
val_original/ILSVRC2012_val_00021677.JPEG 0,255,435,436,46 383,92,498,217,46
train/n02051845/n02051845_14632.JPEG 1,32,487,312,46
val_original/ILSVRC2012_val_00000837.JPEG 106,87,447,348,7
train/n01592084/n01592084_3936.JPEG 100,146,258,422,7
train/n01592084/n01592084_6850.JPEG 54,157,319,417,7
train/n02488291/n02488291_5252.JPEG 156,77,366,374,88
train/n02488291/n02488291_500.JPEG 1,96,337,498,88
train/n02488291/n02488291_6160.JPEG 190,80,501,423,88 36,12,612,466,88
train/n02410509/n02410509_804.JPEG 126,92,361,477,76
train/n02410509/n02410509_7049.JPEG 1,54,238,237,76
val_original/ILSVRC2012_val_00036666.JPEG 140,98,369,244,76
train/n01740131/n01740131_5902.JPEG 1,3,724,554,23
train/n01740131/n01740131_10235.JPEG 145,70,393,257,23
train/n02051845/n02051845_2092.JPEG 153,149,387,313,46
train/n02051845/n02051845_3438.JPEG 82,48,244,377,46
train/n02051845/n02051845_4170.JPEG 1,103,218,498,46
train/n02051845/n02051845_193.JPEG 17,43,404,362,46
val_original/ILSVRC2012_val_00040783.JPEG 141,38,298,401,7
train/n01592084/n01592084_3331.JPEG 167,75,440,288,7
train/n01592084/n01592084_2806.JPEG 151,74,473,262,7
train/n01592084/n01592084_5524.JPEG 123,147,440,372,7
train/n02130308/n02130308_11819.JPEG 398,123,499,279,65
train/n01601694/n01601694_8616.JPEG 148,44,439,283,8
train/n01601694/n01601694_12559.JPEG 143,123,290,261,8
train/n01601694/n01601694_4704.JPEG 184,118,429,297,8
train/n01601694/n01601694_6217.JPEG 111,65,333,254,8
train/n02397096/n02397096_7832.JPEG 1,50,347,331,73
train/n02397096/n02397096_7178.JPEG 180,197,288,271,73
train/n02397096/n02397096_7377.JPEG 86,118,308,242,73
train/n02397096/n02397096_9183.JPEG 322,140,445,221,73 215,149,328,215,73
train/n01883070/n01883070_818.JPEG 13,54,484,341,38
val_original/ILSVRC2012_val_00045335.JPEG 155,65,366,302,38
train/n02129604/n02129604_5723.JPEG 1,1,499,374,64
train/n02129604/n02129604_16723.JPEG 1,15,312,334,64
train/n02129604/n02129604_1642.JPEG 12,19,480,321,64
train/n02051845/n02051845_3026.JPEG 1,43,499,332,46 1,1,498,231,46
train/n02051845/n02051845_11958.JPEG 188,26,499,332,46
train/n02051845/n02051845_12323.JPEG 73,81,298,406,46
train/n01797886/n01797886_9190.JPEG 1,25,249,259,26
train/n01797886/n01797886_11378.JPEG 121,88,437,303,26
train/n01797886/n01797886_20993.JPEG 222,39,494,318,26
train/n02129604/n02129604_995.JPEG 115,117,199,245,64
train/n02129604/n02129604_10815.JPEG 143,74,452,253,64
train/n02129604/n02129604_6572.JPEG 136,109,369,277,64
train/n02526121/n02526121_3156.JPEG 46,61,398,475,97
train/n02526121/n02526121_3598.JPEG 238,98,319,227,97
train/n02526121/n02526121_6759.JPEG 149,1,384,298,97
train/n02123159/n02123159_7228.JPEG 23,7,413,386,58
train/n02123159/n02123159_5939.JPEG 147,1,320,337,58
train/n02130308/n02130308_21317.JPEG 142,63,499,331,65
train/n02130308/n02130308_839.JPEG 91,138,421,294,65 162,75,381,153,65
train/n02130308/n02130308_16533.JPEG 1,66,397,498,65
train/n02006656/n02006656_3813.JPEG 33,35,386,385,39
train/n02006656/n02006656_15029.JPEG 35,7,487,353,39
train/n02006656/n02006656_11388.JPEG 84,59,420,212,39
train/n01558993/n01558993_19761.JPEG 89,155,355,305,4
val_original/ILSVRC2012_val_00005412.JPEG 78,110,268,375,4
train/n01558993/n01558993_152.JPEG 43,96,242,303,4
train/n01537544/n01537544_6933.JPEG 138,146,281,420,3
train/n01537544/n01537544_1394.JPEG 133,142,389,432,3
train/n01694178/n01694178_563.JPEG 25,24,718,465,16
train/n01694178/n01694178_1525.JPEG 65,134,499,254,16
train/n01694178/n01694178_577.JPEG 10,21,116,125,16
train/n01694178/n01694178_4436.JPEG 114,99,433,261,16
train/n01694178/n01694178_3367.JPEG 18,97,295,420,16
train/n02120505/n02120505_9276.JPEG 135,76,351,302,57
train/n02120505/n02120505_12476.JPEG 8,15,249,152,57
train/n02120505/n02120505_7834.JPEG 52,24,203,171,57
train/n01601694/n01601694_7409.JPEG 157,115,423,259,8
train/n01601694/n01601694_7296.JPEG 210,192,319,258,8
train/n02397096/n02397096_1631.JPEG 229,191,355,254,73 174,170,288,223,73
train/n02397096/n02397096_1567.JPEG 172,145,315,276,73
val_original/ILSVRC2012_val_00047754.JPEG 155,88,379,249,73
train/n02397096/n02397096_1244.JPEG 1,72,367,473,73
train/n02457408/n02457408_29394.JPEG 11,101,270,468,84
train/n02027492/n02027492_5912.JPEG 30,74,300,238,44
val_original/ILSVRC2012_val_00020274.JPEG 0,8,407,259,21
train/n01728920/n01728920_6381.JPEG 112,140,453,374,21
val_original/ILSVRC2012_val_00025283.JPEG 27,46,402,287,21
train/n01440764/n01440764_2823.JPEG 41,91,472,221,0
train/n01440764/n01440764_1113.JPEG 7,178,486,387,0
val_original/ILSVRC2012_val_00046252.JPEG 67,111,446,339,0
train/n01440764/n01440764_14907.JPEG 156,139,353,234,0
train/n01871265/n01871265_2626.JPEG 144,223,244,325,35
train/n01871265/n01871265_4602.JPEG 259,1,449,298,35 1,1,248,298,35
val_original/ILSVRC2012_val_00029776.JPEG 53,120,371,305,75
train/n02408429/n02408429_3606.JPEG 211,202,368,322,75
train/n01797886/n01797886_7138.JPEG 100,196,205,346,26
train/n01797886/n01797886_2661.JPEG 1,47,367,374,26
train/n02111129/n02111129_840.JPEG 105,73,399,308,51
train/n02111129/n02111129_4739.JPEG 8,1,409,388,51
train/n02443114/n02443114_12040.JPEG 101,39,269,179,81
train/n02443114/n02443114_9297.JPEG 49,30,589,231,81
train/n01843065/n01843065_1720.JPEG 71,66,185,453,31
train/n01843065/n01843065_19.JPEG 48,121,439,392,31
train/n01843065/n01843065_3628.JPEG 235,106,420,339,31
train/n01843065/n01843065_3864.JPEG 180,54,480,233,31
train/n02066245/n02066245_1158.JPEG 1,97,413,204,47
train/n02066245/n02066245_12233.JPEG 130,140,181,163,47 411,156,499,174,47
train/n02066245/n02066245_226.JPEG 213,68,250,86,47
train/n02006656/n02006656_6328.JPEG 158,60,342,260,39 427,139,499,201,39
train/n02006656/n02006656_9931.JPEG 58,95,442,399,39
train/n01735189/n01735189_4927.JPEG 57,30,534,443,22
train/n01735189/n01735189_2511.JPEG 113,1,399,327,22
train/n02443114/n02443114_32453.JPEG 44,45,531,453,81
train/n02443114/n02443114_2742.JPEG 116,92,378,288,81
train/n02443114/n02443114_34142.JPEG 21,27,256,498,81
train/n02123159/n02123159_6997.JPEG 128,75,308,289,58
train/n02123159/n02123159_2099.JPEG 2,9,655,394,58
train/n02123159/n02123159_644.JPEG 129,22,320,150,58
train/n02123159/n02123159_7596.JPEG 20,1,496,498,58
val_original/ILSVRC2012_val_00034996.JPEG 21,42,165,132,57
train/n02120505/n02120505_15439.JPEG 1,61,375,332,57
train/n02120505/n02120505_8781.JPEG 26,27,131,131,57
train/n01440764/n01440764_5501.JPEG 126,149,384,292,0
train/n01440764/n01440764_16192.JPEG 46,100,432,236,0
train/n02483362/n02483362_4287.JPEG 179,65,305,198,87
train/n02483362/n02483362_2693.JPEG 21,107,293,433,87
train/n01753488/n01753488_15293.JPEG 1,13,503,419,24
train/n01753488/n01753488_24936.JPEG 39,18,352,165,24
train/n01753488/n01753488_3937.JPEG 1,1,460,305,24
train/n02494079/n02494079_6042.JPEG 1,81,410,302,93
train/n02494079/n02494079_7405.JPEG 32,23,152,123,93
train/n02494079/n02494079_1122.JPEG 19,65,230,356,93
train/n01592084/n01592084_4957.JPEG 18,241,191,386,7
train/n01592084/n01592084_3690.JPEG 243,124,334,271,7
train/n01592084/n01592084_4905.JPEG 138,92,406,351,7
train/n02066245/n02066245_40229.JPEG 193,119,458,194,47
train/n02066245/n02066245_17380.JPEG 1,76,390,204,47
train/n02066245/n02066245_14207.JPEG 142,181,390,223,47
train/n02488291/n02488291_1266.JPEG 5,5,499,332,88
train/n02488291/n02488291_4962.JPEG 36,69,226,296,88 110,196,214,285,88
train/n02488291/n02488291_3383.JPEG 156,46,425,316,88
train/n02488291/n02488291_2128.JPEG 41,178,360,481,88
train/n01728920/n01728920_2578.JPEG 1,1,333,275,21
train/n01728920/n01728920_2654.JPEG 77,47,327,403,21
train/n02480495/n02480495_6754.JPEG 1,75,373,435,85
train/n01756291/n01756291_16730.JPEG 1,7,53,55,25
train/n01756291/n01756291_16529.JPEG 94,54,433,342,25
train/n02492035/n02492035_6164.JPEG 208,133,344,246,92
train/n02492035/n02492035_5618.JPEG 30,17,152,229,92
train/n02492035/n02492035_1850.JPEG 56,88,419,440,92
train/n02492035/n02492035_1406.JPEG 1,140,408,368,92
train/n01644373/n01644373_3961.JPEG 241,168,426,371,11
train/n01644373/n01644373_4576.JPEG 77,92,300,303,11
train/n01644373/n01644373_13997.JPEG 119,122,374,272,11
train/n01644373/n01644373_4011.JPEG 59,48,408,290,11
train/n02130308/n02130308_4510.JPEG 78,63,463,265,65
train/n02130308/n02130308_12397.JPEG 95,28,499,334,65
train/n02130308/n02130308_17998.JPEG 131,34,446,330,65
val_original/ILSVRC2012_val_00021006.JPEG 210,57,499,313,65
train/n01582220/n01582220_120.JPEG 62,53,440,493,6
train/n01582220/n01582220_2964.JPEG 1,94,310,374,6
train/n01592084/n01592084_2369.JPEG 159,91,364,224,7
train/n01592084/n01592084_5918.JPEG 10,113,451,380,7
train/n01592084/n01592084_3810.JPEG 91,69,307,230,7
train/n01873310/n01873310_5519.JPEG 49,119,419,211,36
train/n01873310/n01873310_1693.JPEG 1,1,357,448,36
train/n02514041/n02514041_1511.JPEG 85,314,379,401,96
train/n02514041/n02514041_5803.JPEG 37,132,370,210,96
train/n01871265/n01871265_6458.JPEG 140,83,386,332,35
train/n01871265/n01871265_1956.JPEG 85,268,304,445,35
train/n01735189/n01735189_12110.JPEG 1,86,416,237,22
train/n02422106/n02422106_4801.JPEG 324,149,413,244,77 110,135,186,227,77
train/n01582220/n01582220_5071.JPEG 92,58,318,498,6
train/n01582220/n01582220_3380.JPEG 277,159,499,277,6
train/n01582220/n01582220_6965.JPEG 26,26,342,332,6
train/n01582220/n01582220_2239.JPEG 16,78,218,407,6
train/n01582220/n01582220_992.JPEG 36,66,472,289,6
train/n02437616/n02437616_13974.JPEG 1,51,303,498,79
train/n02437616/n02437616_7693.JPEG 1,33,321,498,79
train/n02443484/n02443484_11261.JPEG 153,60,421,331,82
train/n02443484/n02443484_3907.JPEG 33,25,234,230,82
train/n01558993/n01558993_3749.JPEG 28,38,482,420,4
train/n01753488/n01753488_3584.JPEG 29,1,460,249,24
train/n01873310/n01873310_34805.JPEG 11,73,490,241,36
train/n01873310/n01873310_1051.JPEG 11,18,261,112,36
train/n01873310/n01873310_11278.JPEG 228,248,397,301,36
train/n01740131/n01740131_10513.JPEG 78,49,499,180,23
train/n01740131/n01740131_7408.JPEG 172,158,310,336,23
val_original/ILSVRC2012_val_00002505.JPEG 43,28,453,319,23
train/n02129165/n02129165_4029.JPEG 51,1,499,248,63
train/n02129165/n02129165_1207.JPEG 1,2,318,478,63
train/n02129165/n02129165_10215.JPEG 1,1,70,107,63
train/n02410509/n02410509_8598.JPEG 25,79,421,309,76
train/n02410509/n02410509_1231.JPEG 336,138,409,275,76 183,116,280,224,76
train/n02410509/n02410509_1064.JPEG 68,2,499,374,76
train/n02410509/n02410509_810.JPEG 58,73,430,333,76
train/n02526121/n02526121_2580.JPEG 1,73,448,332,97
train/n02526121/n02526121_1835.JPEG 54,145,499,330,97
train/n02526121/n02526121_4894.JPEG 31,67,318,371,97
train/n02410509/n02410509_1081.JPEG 268,124,470,277,76 21,124,222,278,76
train/n02480855/n02480855_673.JPEG 1,1,474,332,86
train/n01601694/n01601694_9456.JPEG 189,142,300,281,8
train/n01601694/n01601694_4378.JPEG 85,95,291,191,8
train/n01601694/n01601694_12566.JPEG 57,111,360,318,8
train/n01601694/n01601694_11902.JPEG 162,160,315,246,8
train/n02123159/n02123159_5093.JPEG 29,58,421,332,58
train/n02123159/n02123159_406.JPEG 139,12,498,356,58
val_original/ILSVRC2012_val_00025396.JPEG 65,4,375,332,58
train/n02123159/n02123159_4021.JPEG 9,26,188,115,58
train/n01756291/n01756291_966.JPEG 40,165,598,424,25
train/n02027492/n02027492_9143.JPEG 158,76,460,281,44
train/n02027492/n02027492_7508.JPEG 176,7,499,256,44
train/n02027492/n02027492_3149.JPEG 148,135,376,392,44
train/n02027492/n02027492_3085.JPEG 289,185,422,260,44 166,136,274,226,44 71,133,193,237,44
train/n02128757/n02128757_10557.JPEG 182,48,401,332,61
train/n02128757/n02128757_1812.JPEG 84,119,355,308,61
train/n02128757/n02128757_1982.JPEG 1,9,382,332,61
train/n01558993/n01558993_4054.JPEG 1,30,399,336,4
train/n01558993/n01558993_11984.JPEG 116,74,434,345,4
train/n01558993/n01558993_2637.JPEG 91,29,457,344,4
val_original/ILSVRC2012_val_00043300.JPEG 142,210,291,380,4
train/n02129165/n02129165_8062.JPEG 258,11,498,331,63 1,2,212,275,63
train/n02129165/n02129165_3370.JPEG 1,24,255,359,63
train/n02129165/n02129165_4293.JPEG 18,1,239,182,63
train/n01694178/n01694178_3488.JPEG 5,17,158,120,16
train/n01694178/n01694178_680.JPEG 120,26,204,151,16
train/n01694178/n01694178_5513.JPEG 40,79,368,331,16
train/n01883070/n01883070_1672.JPEG 210,299,330,374,38
train/n01883070/n01883070_2853.JPEG 330,231,440,331,38
train/n01883070/n01883070_289.JPEG 97,26,499,374,38
train/n01695060/n01695060_17514.JPEG 40,85,499,333,17
train/n01695060/n01695060_11068.JPEG 8,88,463,304,17
train/n01695060/n01695060_7534.JPEG 1,83,497,307,17
train/n02494079/n02494079_3137.JPEG 1,57,332,471,93
train/n02494079/n02494079_8952.JPEG 159,184,331,317,93
train/n02643566/n02643566_782.JPEG 3,1,499,366,99
train/n02643566/n02643566_3345.JPEG 1,1,497,320,99
train/n02643566/n02643566_3327.JPEG 97,97,474,498,99
train/n02643566/n02643566_3154.JPEG 160,2,499,332,99
train/n02480495/n02480495_214.JPEG 50,11,132,173,85
train/n02480495/n02480495_17296.JPEG 66,20,369,332,85
train/n02480495/n02480495_6852.JPEG 202,31,499,356,85
train/n02480495/n02480495_25412.JPEG 245,1,498,303,85
train/n02480495/n02480495_10177.JPEG 68,50,489,332,85
train/n02492035/n02492035_4647.JPEG 1,151,175,456,92
train/n02492035/n02492035_4900.JPEG 168,110,368,260,92
train/n02066245/n02066245_4602.JPEG 39,54,257,370,47
train/n02066245/n02066245_9468.JPEG 287,86,334,123,47
train/n02066245/n02066245_695.JPEG 132,120,189,151,47
train/n02129165/n02129165_13588.JPEG 12,109,496,273,63
train/n02129165/n02129165_11949.JPEG 13,59,322,280,63
train/n02129165/n02129165_9057.JPEG 1,27,369,331,63
train/n02129165/n02129165_14577.JPEG 142,129,277,230,63 1,119,119,226,63
train/n01873310/n01873310_2456.JPEG 71,186,261,348,36
train/n01873310/n01873310_15795.JPEG 47,142,457,265,36
train/n01873310/n01873310_12116.JPEG 19,126,499,344,36
train/n02128757/n02128757_11719.JPEG 1,57,477,299,61
train/n02128757/n02128757_6475.JPEG 217,45,499,358,61
train/n02128757/n02128757_12915.JPEG 43,51,373,498,61
val_original/ILSVRC2012_val_00029508.JPEG 9,0,199,236,61
train/n02128757/n02128757_2574.JPEG 67,51,333,271,61
train/n02128757/n02128757_765.JPEG 1,3,468,433,61
train/n02128757/n02128757_3617.JPEG 1,2,318,479,61
train/n01632458/n01632458_596.JPEG 89,21,395,295,10
train/n01632458/n01632458_705.JPEG 16,87,441,301,10
train/n01632458/n01632458_4672.JPEG 23,54,404,381,10
train/n01644373/n01644373_361.JPEG 93,82,404,335,11
train/n01644373/n01644373_13763.JPEG 70,9,487,316,11
train/n02492035/n02492035_1970.JPEG 103,68,284,247,92
train/n02492035/n02492035_8046.JPEG 103,80,332,374,92
train/n02492035/n02492035_670.JPEG 162,104,377,325,92
train/n02492035/n02492035_5890.JPEG 100,68,497,318,92
train/n02492035/n02492035_5259.JPEG 95,45,263,473,92
train/n02408429/n02408429_8350.JPEG 2,96,479,271,75
train/n02408429/n02408429_18875.JPEG 140,111,345,268,75
train/n02457408/n02457408_2643.JPEG 9,8,200,241,84
train/n02457408/n02457408_4117.JPEG 121,131,364,353,84
train/n02457408/n02457408_10638.JPEG 15,32,184,280,84
train/n02129604/n02129604_550.JPEG 1,1,331,460,64
train/n02129604/n02129604_2750.JPEG 78,49,403,297,64
train/n02129604/n02129604_27.JPEG 108,79,359,277,64
train/n02129604/n02129604_8203.JPEG 85,216,237,495,64
train/n02129604/n02129604_10653.JPEG 4,43,498,436,64
train/n02086240/n02086240_1770.JPEG 99,1,367,374,48
train/n02111129/n02111129_5708.JPEG 144,59,360,206,51
train/n01740131/n01740131_7338.JPEG 31,41,469,281,23
train/n01740131/n01740131_10422.JPEG 81,163,341,498,23
val_original/ILSVRC2012_val_00038556.JPEG 89,111,371,374,23
train/n01740131/n01740131_185.JPEG 126,22,283,245,23
